BirthDate,Gender,PreferredGender,LookingFor,Faculty,PersonalTraits,Interests,Values,Bio,Bio_processed,adventurous,ambitious,creative,curious,funny,introverted,outgoing,shy,thoughtful,cooking,fashion,gaming,hiking,music,photography,reading,sports,technology,traveling,creativity,empathy,honesty,independence,loyalty,respect,responsibility,spirituality,10,5,90’s,adventure,adventurous,always,anything,away,believe,best,binge-watching,bit,book,carbonara,casual,cat,catching,celebrity,city,click,coding,coffee,collection,comic,communication,connection,conversation,cook,cornerstone,country,date,deep,deeper,digital,don't,easygoing,either,enjoy,exploring,favorite,find,free,friend,fun,gaming,geek,genuine,go,goal,good,got,growth,hiking,honesty,house,humor,impromptu,introverted,it’s,key,language,lasting,latest,laugh,looking,love,loyal,loyalty,make,making,mean,meaningful,memory,met,movie,mutual,need,nerd,new,one,open,other’s,outdoors,partner,past,people,personal,playing,podcasts,probably,queen,reading,ready,recipe,relationship,respect,ride,road,sarcasm,say,searching,seeing,sense,serious,share,shared,she's,show,someone,something,spaghetti,speak,spending,spontaneous,sport,supporting,tech,thing,think,thoughtful,three,time,total,town,trip,trust,trying,value,visited,want,weekend,working,year
2002-12-24,f,any,long-term but short-term OK,Business,"['funny', 'introverted', 'adventurous']","['sports', 'fashion', 'hiking']","['empathy', 'independence']","My cat thinks she's the queen of the house. I'm ready for something serious, but I’m open to seeing where things go. My friends say I’m loyal, easygoing, and always down for an impromptu road trip. On weekends, I’m either trying out new recipes or exploring a new city. I’m all about loyalty, and I believe in supporting each other’s growth.","['cat', 'think', ""she's"", 'queen', 'house', 'ready', 'something', 'serious', 'open', 'seeing', 'thing', 'go', 'friend', 'say', 'loyal', 'easygoing', 'always', 'impromptu', 'road', 'trip', 'weekend', 'either', 'trying', 'new', 'recipe', 'exploring', 'new', 'city', 'loyalty', 'believe', 'supporting', 'other’s', 'growth']",1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2005-07-21,m,any,still figuring it out,Business,['shy'],"['reading', 'music']","['honesty', 'independence', 'responsibility']","My cat thinks she's the queen of the house. Not just looking for a date, but someone to share memories with. My friends say I’m loyal, easygoing, and always down for an impromptu road trip. If I’m not working out, I’m catching up on the latest movies and podcasts. Mutual respect and shared goals make for the best relationships.","['cat', 'think', ""she's"", 'queen', 'house', 'looking', 'date', 'someone', 'share', 'memory', 'friend', 'say', 'loyal', 'easygoing', 'always', 'impromptu', 'road', 'trip', 'working', 'catching', 'latest', 'movie', 'podcasts', 'mutual', 'respect', 'shared', 'goal', 'make', 'best', 'relationship']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2002-09-23,others,f,new friends,Arts,['introverted'],"['music', 'technology', 'gaming']",['creativity'],"I make the best coffee in town. Don't @ me. I'm ready for something serious, but I’m open to seeing where things go. I’m thoughtful and love making meaningful connections with people. I love hiking, playing sports, and spending time outdoors. I’m all about loyalty, and I believe in supporting each other’s growth.","['make', 'best', 'coffee', 'town', ""don't"", 'ready', 'something', 'serious', 'open', 'seeing', 'thing', 'go', 'thoughtful', 'love', 'making', 'meaningful', 'connection', 'people', 'love', 'hiking', 'playing', 'sport', 'spending', 'time', 'outdoors', 'loyalty', 'believe', 'supporting', 'other’s', 'growth']",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1999-06-05,m,f,casual fun,Law,['creative'],"['music', 'traveling', 'technology']","['creativity', 'honesty']","My cat thinks she's the queen of the house. Looking for someone who can make me laugh and is up for adventures. A good sense of humor is key, and I’m always up for a good laugh. If I’m not working out, I’m catching up on the latest movies and podcasts. I’m all about loyalty, and I believe in supporting each other’s growth.","['cat', 'think', ""she's"", 'queen', 'house', 'looking', 'someone', 'make', 'laugh', 'adventure', 'good', 'sense', 'humor', 'key', 'always', 'good', 'laugh', 'working', 'catching', 'latest', 'movie', 'podcasts', 'loyalty', 'believe', 'supporting', 'other’s', 'growth']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,1,0,0,1,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1994-07-30,others,any,long-term partner,Architecture,"['thoughtful', 'introverted', 'outgoing']","['gaming', 'fashion', 'hiking']","['independence', 'creativity']","I can speak three languages, and one of them is sarcasm. I'm ready for something serious, but I’m open to seeing where things go. I'm a bit introverted, but once I open up, you'll find I'm a total nerd. In my free time, you’ll probably find me reading a good book or binge-watching my favorite shows. I’m into personal growth and want a partner who values that too.","['speak', 'three', 'language', 'one', 'sarcasm', 'ready', 'something', 'serious', 'open', 'seeing', 'thing', 'go', 'bit', 'introverted', 'open', 'find', 'total', 'nerd', 'free', 'time', 'probably', 'find', 'reading', 'good', 'book', 'binge-watching', 'favorite', 'show', 'personal', 'growth', 'want', 'partner', 'value']",0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
1998-01-27,m,m,new friends,Architecture,"['outgoing', 'thoughtful']","['hiking', 'gaming']","['independence', 'creativity']","I make the best coffee in town. Don't @ me. I enjoy spontaneous weekends away, and I need someone who’s up for the ride. My friends say I’m loyal, easygoing, and always down for an impromptu road trip. I’m a tech geek who loves coding, gaming, and anything digital. Honesty and trust are the cornerstones of any relationship for me.","['make', 'best', 'coffee', 'town', ""don't"", 'enjoy', 'spontaneous', 'weekend', 'away', 'need', 'someone', 'ride', 'friend', 'say', 'loyal', 'easygoing', 'always', 'impromptu', 'road', 'trip', 'tech', 'geek', 'love', 'coding', 'gaming', 'anything', 'digital', 'honesty', 'trust', 'cornerstone', 'relationship']",0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
2005-01-08,m,f,casual fun,Science,['introverted'],"['fashion', 'sports']",['empathy'],"I’ve got a collection of 90’s comic books. I’m searching for a genuine connection and deep conversations. My friends say I’m loyal, easygoing, and always down for an impromptu road trip. I love hiking, playing sports, and spending time outdoors. I value open communication and believe it’s key to a lasting relationship.","['got', 'collection', '90’s', 'comic', 'book', 'searching', 'genuine', 'connection', 'deep', 'conversation', 'friend', 'say', 'loyal', 'easygoing', 'always', 'impromptu', 'road', 'trip', 'love', 'hiking', 'playing', 'sport', 'spending', 'time', 'outdoors', 'value', 'open', 'communication', 'believe', 'it’s', 'key', 'lasting', 'relationship']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2001-06-11,others,f,casual fun,Architecture,"['adventurous', 'introverted']","['traveling', 'photography']",['independence'],"I’ve got a collection of 90’s comic books. I’m searching for a genuine connection and deep conversations. My friends say I’m loyal, easygoing, and always down for an impromptu road trip. I’m a tech geek who loves coding, gaming, and anything digital. I value open communication and believe it’s key to a lasting relationship.","['got', 'collection', '90’s', 'comic', 'book', 'searching', 'genuine', 'connection', 'deep', 'conversation', 'friend', 'say', 'loyal', 'easygoing', 'always', 'impromptu', 'road', 'trip', 'tech', 'geek', 'love', 'coding', 'gaming', 'anything', 'digital', 'value', 'open', 'communication', 'believe', 'it’s', 'key', 'lasting', 'relationship']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2006-03-11,others,others,long-term partner,Business,"['outgoing', 'adventurous', 'thoughtful']","['traveling', 'photography', 'reading']","['creativity', 'honesty']","I once met a celebrity on a hiking trip. Casual fun, but always open to something deeper if we click. A good sense of humor is key, and I’m always up for a good laugh. In my free time, you’ll probably find me reading a good book or binge-watching my favorite shows. Honesty and trust are the cornerstones of any relationship for me.","['met', 'celebrity', 'hiking', 'trip', 'casual', 'fun', 'always', 'open', 'something', 'deeper', 'click', 'good', 'sense', 'humor', 'key', 'always', 'good', 'laugh', 'free', 'time', 'probably', 'find', 'reading', 'good', 'book', 'binge-watching', 'favorite', 'show', 'honesty', 'trust', 'cornerstone', 'relationship']",1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,3,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
1997-12-04,f,m,still figuring it out,Business,"['creative', 'curious', 'shy']","['cooking', 'fashion', 'music']","['creativity', 'independence']","I’ve visited 10 countries in the past 5 years. Looking for someone who can make me laugh and is up for adventures. I'm adventurous, spontaneous, and love trying new things. In my free time, you’ll probably find me reading a good book or binge-watching my favorite shows. I’m all about loyalty, and I believe in supporting each other’s growth.","['visited', '10', 'country', 'past', '5', 'year', 'looking', 'someone', 'make', 'laugh', 'adventure', 'adventurous', 'spontaneous', 'love', 'trying', 'new', 'thing', 'free', 'time', 'probably', 'find', 'reading', 'good', 'book', 'binge-watching', 'favorite', 'show', 'loyalty', 'believe', 'supporting', 'other’s', 'growth']",0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2002-02-10,f,f,still figuring it out,Architecture,"['funny', 'introverted']","['reading', 'sports']","['loyalty', 'independence', 'empathy']","I’ve got a collection of 90’s comic books. Not just looking for a date, but someone to share memories with. I’m thoughtful and love making meaningful connections with people. I’m a tech geek who loves coding, gaming, and anything digital. I value open communication and believe it’s key to a lasting relationship.","['got', 'collection', '90’s', 'comic', 'book', 'looking', 'date', 'someone', 'share', 'memory', 'thoughtful', 'love', 'making', 'meaningful', 'connection', 'people', 'tech', 'geek', 'love', 'coding', 'gaming', 'anything', 'digital', 'value', 'open', 'communication', 'believe', 'it’s', 'key', 'lasting', 'relationship']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2001-10-31,m,m,still figuring it out,Medicine,"['adventurous', 'funny']",['photography'],['spirituality'],"I once met a celebrity on a hiking trip. I’m searching for a genuine connection and deep conversations. I’m thoughtful and love making meaningful connections with people. In my free time, you’ll probably find me reading a good book or binge-watching my favorite shows. I value open communication and believe it’s key to a lasting relationship.","['met', 'celebrity', 'hiking', 'trip', 'searching', 'genuine', 'connection', 'deep', 'conversation', 'thoughtful', 'love', 'making', 'meaningful', 'connection', 'people', 'free', 'time', 'probably', 'find', 'reading', 'good', 'book', 'binge-watching', 'favorite', 'show', 'value', 'open', 'communication', 'believe', 'it’s', 'key', 'lasting', 'relationship']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
1996-09-17,f,f,short-term but long-term OK,Science,"['funny', 'thoughtful']","['photography', 'reading', 'fashion']",['empathy'],"I can speak three languages, and one of them is sarcasm. I enjoy spontaneous weekends away, and I need someone who’s up for the ride. I’m thoughtful and love making meaningful connections with people. On weekends, I’m either trying out new recipes or exploring a new city. I value open communication and believe it’s key to a lasting relationship.","['speak', 'three', 'language', 'one', 'sarcasm', 'enjoy', 'spontaneous', 'weekend', 'away', 'need', 'someone', 'ride', 'thoughtful', 'love', 'making', 'meaningful', 'connection', 'people', 'weekend', 'either', 'trying', 'new', 'recipe', 'exploring', 'new', 'city', 'value', 'open', 'communication', 'believe', 'it’s', 'key', 'lasting', 'relationship']",0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,0,0
2005-11-13,m,f,new friends,Arts,"['thoughtful', 'outgoing', 'shy']","['fashion', 'hiking', 'music']",['independence'],"I make the best coffee in town. Don't @ me. I'm ready for something serious, but I’m open to seeing where things go. My friends say I’m loyal, easygoing, and always down for an impromptu road trip. I’m a tech geek who loves coding, gaming, and anything digital. I’m into personal growth and want a partner who values that too.","['make', 'best', 'coffee', 'town', ""don't"", 'ready', 'something', 'serious', 'open', 'seeing', 'thing', 'go', 'friend', 'say', 'loyal', 'easygoing', 'always', 'impromptu', 'road', 'trip', 'tech', 'geek', 'love', 'coding', 'gaming', 'anything', 'digital', 'personal', 'growth', 'want', 'partner', 'value']",0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
1996-10-20,m,f,long-term partner,Arts,"['shy', 'creative', 'funny']","['photography', 'cooking']","['responsibility', 'creativity']","My cat thinks she's the queen of the house. I’m searching for a genuine connection and deep conversations. A good sense of humor is key, and I’m always up for a good laugh. If I’m not working out, I’m catching up on the latest movies and podcasts. Honesty and trust are the cornerstones of any relationship for me.","['cat', 'think', ""she's"", 'queen', 'house', 'searching', 'genuine', 'connection', 'deep', 'conversation', 'good', 'sense', 'humor', 'key', 'always', 'good', 'laugh', 'working', 'catching', 'latest', 'movie', 'podcasts', 'honesty', 'trust', 'cornerstone', 'relationship']",0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2005-12-16,others,others,still figuring it out,Science,['shy'],"['hiking', 'photography']","['independence', 'respect']","I can speak three languages, and one of them is sarcasm. Casual fun, but always open to something deeper if we click. My friends say I’m loyal, easygoing, and always down for an impromptu road trip. I love hiking, playing sports, and spending time outdoors. I’m all about loyalty, and I believe in supporting each other’s growth.","['speak', 'three', 'language', 'one', 'sarcasm', 'casual', 'fun', 'always', 'open', 'something', 'deeper', 'click', 'friend', 'say', 'loyal', 'easygoing', 'always', 'impromptu', 'road', 'trip', 'love', 'hiking', 'playing', 'sport', 'spending', 'time', 'outdoors', 'loyalty', 'believe', 'supporting', 'other’s', 'growth']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2001-06-16,others,any,long-term partner,Science,"['outgoing', 'adventurous']","['traveling', 'photography']","['independence', 'responsibility', 'loyalty']","My cat thinks she's the queen of the house. I enjoy spontaneous weekends away, and I need someone who’s up for the ride. I’m thoughtful and love making meaningful connections with people. I’m a tech geek who loves coding, gaming, and anything digital. Mutual respect and shared goals make for the best relationships.","['cat', 'think', ""she's"", 'queen', 'house', 'enjoy', 'spontaneous', 'weekend', 'away', 'need', 'someone', 'ride', 'thoughtful', 'love', 'making', 'meaningful', 'connection', 'people', 'tech', 'geek', 'love', 'coding', 'gaming', 'anything', 'digital', 'mutual', 'respect', 'shared', 'goal', 'make', 'best', 'relationship']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2002-09-23,m,f,still figuring it out,Architecture,['thoughtful'],"['photography', 'traveling']","['respect', 'loyalty', 'responsibility']","My cat thinks she's the queen of the house. Not just looking for a date, but someone to share memories with. My friends say I’m loyal, easygoing, and always down for an impromptu road trip. In my free time, you’ll probably find me reading a good book or binge-watching my favorite shows. I’m into personal growth and want a partner who values that too.","['cat', 'think', ""she's"", 'queen', 'house', 'looking', 'date', 'someone', 'share', 'memory', 'friend', 'say', 'loyal', 'easygoing', 'always', 'impromptu', 'road', 'trip', 'free', 'time', 'probably', 'find', 'reading', 'good', 'book', 'binge-watching', 'favorite', 'show', 'personal', 'growth', 'want', 'partner', 'value']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
2004-12-28,f,any,still figuring it out,Business,"['introverted', 'adventurous']","['technology', 'photography']",['creativity'],"I’ve visited 10 countries in the past 5 years. Casual fun, but always open to something deeper if we click. I'm a bit introverted, but once I open up, you'll find I'm a total nerd. I love hiking, playing sports, and spending time outdoors. I value open communication and believe it’s key to a lasting relationship.","['visited', '10', 'country', 'past', '5', 'year', 'casual', 'fun', 'always', 'open', 'something', 'deeper', 'click', 'bit', 'introverted', 'open', 'find', 'total', 'nerd', 'love', 'hiking', 'playing', 'sport', 'spending', 'time', 'outdoors', 'value', 'open', 'communication', 'believe', 'it’s', 'key', 'lasting', 'relationship']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1
1994-12-01,f,any,long-term partner,Engineering,"['creative', 'curious']",['traveling'],"['honesty', 'responsibility']","My cat thinks she's the queen of the house. I enjoy spontaneous weekends away, and I need someone who’s up for the ride. I’m thoughtful and love making meaningful connections with people. If I’m not working out, I’m catching up on the latest movies and podcasts. I value open communication and believe it’s key to a lasting relationship.","['cat', 'think', ""she's"", 'queen', 'house', 'enjoy', 'spontaneous', 'weekend', 'away', 'need', 'someone', 'ride', 'thoughtful', 'love', 'making', 'meaningful', 'connection', 'people', 'working', 'catching', 'latest', 'movie', 'podcasts', 'value', 'open', 'communication', 'believe', 'it’s', 'key', 'lasting', 'relationship']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0
