BirthDate,Gender,PreferredGender,LookingFor,Faculty,PersonalTraits,Interests,Values,Bio,Bio_processed,adventurous,ambitious,creative,curious,funny,introverted,outgoing,shy,thoughtful,cooking,fashion,gaming,hiking,music,photography,reading,sports,technology,traveling,creativity,empathy,honesty,independence,loyalty,respect,responsibility,spirituality,10,5,90’s,@,adventure,adventurous,always,anything,away,believe,best,binge-watching,bit,book,carbonara,casual,cat,catching,celebrity,city,click,coding,coffee,collection,comic,communication,connection,conversation,cook,cornerstone,country,date,deep,deeper,digital,don't,easygoing,either,enjoy,exploring,favorite,find,free,friend,fun,gaming,geek,genuine,go,goal,good,got,growth,hiking,honesty,house,humor,impromptu,introverted,it’s,key,language,lasting,latest,laugh,looking,love,loyal,loyalty,make,making,mean,meaningful,memory,met,movie,mutual,need,nerd,new,one,open,other’s,outdoors,partner,past,people,personal,playing,podcasts,probably,queen,reading,ready,recipe,relationship,respect,ride,road,sarcasm,say,searching,seeing,sense,serious,share,shared,she's,show,someone,something,spaghetti,speak,spending,spontaneous,sport,supporting,tech,thing,think,thoughtful,three,time,total,town,trip,trust,trying,value,visited,want,weekend,working,year
1997-11-29,m,f,still figuring it out,Law,['creative'],"['fashion', 'photography', 'technology']",['loyalty'],"I can cook a mean spaghetti carbonara. I'm ready for something serious, but I’m open to seeing where things go. I'm adventurous, spontaneous, and love trying new things. I’m a tech geek who loves coding, gaming, and anything digital. I value open communication and believe it’s key to a lasting relationship.","['cook', 'mean', 'spaghetti', 'carbonara', 'ready', 'something', 'serious', 'open', 'seeing', 'thing', 'go', 'adventurous', 'spontaneous', 'love', 'trying', 'new', 'thing', 'tech', 'geek', 'love', 'coding', 'gaming', 'anything', 'digital', 'value', 'open', 'communication', 'believe', 'it’s', 'key', 'lasting', 'relationship']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2000-04-04,f,m,casual fun,Medicine,['ambitious'],"['gaming', 'cooking', 'fashion']","['responsibility', 'loyalty', 'honesty']","I once met a celebrity on a hiking trip. Casual fun, but always open to something deeper if we click. I’m thoughtful and love making meaningful connections with people. In my free time, you’ll probably find me reading a good book or binge-watching my favorite shows. I’m all about loyalty, and I believe in supporting each other’s growth.","['met', 'celebrity', 'hiking', 'trip', 'casual', 'fun', 'always', 'open', 'something', 'deeper', 'click', 'thoughtful', 'love', 'making', 'meaningful', 'connection', 'people', 'free', 'time', 'probably', 'find', 'reading', 'good', 'book', 'binge-watching', 'favorite', 'show', 'loyalty', 'believe', 'supporting', 'other’s', 'growth']",0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1999-12-06,f,others,still figuring it out,Law,"['funny', 'curious', 'thoughtful']","['gaming', 'cooking']","['respect', 'empathy']","I’ve got a collection of 90’s comic books. Casual fun, but always open to something deeper if we click. I'm adventurous, spontaneous, and love trying new things. If I’m not working out, I’m catching up on the latest movies and podcasts. Mutual respect and shared goals make for the best relationships.","['got', 'collection', '90’s', 'comic', 'book', 'casual', 'fun', 'always', 'open', 'something', 'deeper', 'click', 'adventurous', 'spontaneous', 'love', 'trying', 'new', 'thing', 'working', 'catching', 'latest', 'movie', 'podcasts', 'mutual', 'respect', 'shared', 'goal', 'make', 'best', 'relationship']",0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2005-01-25,others,others,long-term but short-term OK,Medicine,"['ambitious', 'outgoing']","['sports', 'cooking']","['loyalty', 'spirituality', 'independence']","I once met a celebrity on a hiking trip. I enjoy spontaneous weekends away, and I need someone who’s up for the ride. I'm a bit introverted, but once I open up, you'll find I'm a total nerd. I’m a tech geek who loves coding, gaming, and anything digital. Mutual respect and shared goals make for the best relationships.","['met', 'celebrity', 'hiking', 'trip', 'enjoy', 'spontaneous', 'weekend', 'away', 'need', 'someone', 'ride', 'bit', 'introverted', 'open', 'find', 'total', 'nerd', 'tech', 'geek', 'love', 'coding', 'gaming', 'anything', 'digital', 'mutual', 'respect', 'shared', 'goal', 'make', 'best', 'relationship']",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2003-05-25,m,m,long-term but short-term OK,Medicine,['outgoing'],"['hiking', 'gaming']","['responsibility', 'creativity', 'spirituality']","I once met a celebrity on a hiking trip. Not just looking for a date, but someone to share memories with. I'm a bit introverted, but once I open up, you'll find I'm a total nerd. If I’m not working out, I’m catching up on the latest movies and podcasts. I’m into personal growth and want a partner who values that too.","['met', 'celebrity', 'hiking', 'trip', 'looking', 'date', 'someone', 'share', 'memory', 'bit', 'introverted', 'open', 'find', 'total', 'nerd', 'working', 'catching', 'latest', 'movie', 'podcasts', 'personal', 'growth', 'want', 'partner', 'value']",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0
1995-12-25,f,any,short-term but long-term OK,Medicine,"['adventurous', 'funny']","['cooking', 'sports']",['honesty'],"I make the best coffee in town. Don't @ me. I enjoy spontaneous weekends away, and I need someone who’s up for the ride. I'm a bit introverted, but once I open up, you'll find I'm a total nerd. I love hiking, playing sports, and spending time outdoors. I’m into personal growth and want a partner who values that too.","['make', 'best', 'coffee', 'town', ""don't"", '@', 'enjoy', 'spontaneous', 'weekend', 'away', 'need', 'someone', 'ride', 'bit', 'introverted', 'open', 'find', 'total', 'nerd', 'love', 'hiking', 'playing', 'sport', 'spending', 'time', 'outdoors', 'personal', 'growth', 'want', 'partner', 'value']",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0
1999-03-10,m,m,new friends,Engineering,['adventurous'],['fashion'],"['creativity', 'spirituality']","I make the best coffee in town. Don't @ me. I enjoy spontaneous weekends away, and I need someone who’s up for the ride. I’m thoughtful and love making meaningful connections with people. In my free time, you’ll probably find me reading a good book or binge-watching my favorite shows. Mutual respect and shared goals make for the best relationships.","['make', 'best', 'coffee', 'town', ""don't"", '@', 'enjoy', 'spontaneous', 'weekend', 'away', 'need', 'someone', 'ride', 'thoughtful', 'love', 'making', 'meaningful', 'connection', 'people', 'free', 'time', 'probably', 'find', 'reading', 'good', 'book', 'binge-watching', 'favorite', 'show', 'mutual', 'respect', 'shared', 'goal', 'make', 'best', 'relationship']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
2002-10-15,others,others,still figuring it out,Science,"['outgoing', 'adventurous']","['hiking', 'photography', 'cooking']","['respect', 'honesty', 'empathy']","I make the best coffee in town. Don't @ me. Casual fun, but always open to something deeper if we click. A good sense of humor is key, and I’m always up for a good laugh. On weekends, I’m either trying out new recipes or exploring a new city. I value open communication and believe it’s key to a lasting relationship.","['make', 'best', 'coffee', 'town', ""don't"", '@', 'casual', 'fun', 'always', 'open', 'something', 'deeper', 'click', 'good', 'sense', 'humor', 'key', 'always', 'good', 'laugh', 'weekend', 'either', 'trying', 'new', 'recipe', 'exploring', 'new', 'city', 'value', 'open', 'communication', 'believe', 'it’s', 'key', 'lasting', 'relationship']",1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
2004-07-07,others,f,new friends,Arts,['adventurous'],"['technology', 'photography', 'hiking']","['loyalty', 'independence']","I once met a celebrity on a hiking trip. I'm ready for something serious, but I’m open to seeing where things go. I’m thoughtful and love making meaningful connections with people. In my free time, you’ll probably find me reading a good book or binge-watching my favorite shows. I’m all about loyalty, and I believe in supporting each other’s growth.","['met', 'celebrity', 'hiking', 'trip', 'ready', 'something', 'serious', 'open', 'seeing', 'thing', 'go', 'thoughtful', 'love', 'making', 'meaningful', 'connection', 'people', 'free', 'time', 'probably', 'find', 'reading', 'good', 'book', 'binge-watching', 'favorite', 'show', 'loyalty', 'believe', 'supporting', 'other’s', 'growth']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2001-02-11,f,any,long-term partner,Engineering,"['outgoing', 'shy', 'adventurous']",['hiking'],"['loyalty', 'honesty']","My cat thinks she's the queen of the house. Looking for someone who can make me laugh and is up for adventures. I'm a bit introverted, but once I open up, you'll find I'm a total nerd. In my free time, you’ll probably find me reading a good book or binge-watching my favorite shows. I’m into personal growth and want a partner who values that too.","['cat', 'think', ""she's"", 'queen', 'house', 'looking', 'someone', 'make', 'laugh', 'adventure', 'bit', 'introverted', 'open', 'find', 'total', 'nerd', 'free', 'time', 'probably', 'find', 'reading', 'good', 'book', 'binge-watching', 'favorite', 'show', 'personal', 'growth', 'want', 'partner', 'value']",1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0
2005-07-26,others,f,new friends,Law,"['creative', 'curious']","['hiking', 'technology', 'cooking']","['honesty', 'creativity']","I can speak three languages, and one of them is sarcasm. I'm ready for something serious, but I’m open to seeing where things go. I’m thoughtful and love making meaningful connections with people. I love hiking, playing sports, and spending time outdoors. I value open communication and believe it’s key to a lasting relationship.","['speak', 'three', 'language', 'one', 'sarcasm', 'ready', 'something', 'serious', 'open', 'seeing', 'thing', 'go', 'thoughtful', 'love', 'making', 'meaningful', 'connection', 'people', 'love', 'hiking', 'playing', 'sport', 'spending', 'time', 'outdoors', 'value', 'open', 'communication', 'believe', 'it’s', 'key', 'lasting', 'relationship']",0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2003-05-21,others,f,still figuring it out,Science,"['thoughtful', 'funny']","['photography', 'traveling']",['respect'],"I make the best coffee in town. Don't @ me. I'm ready for something serious, but I’m open to seeing where things go. My friends say I’m loyal, easygoing, and always down for an impromptu road trip. In my free time, you’ll probably find me reading a good book or binge-watching my favorite shows. I’m all about loyalty, and I believe in supporting each other’s growth.","['make', 'best', 'coffee', 'town', ""don't"", '@', 'ready', 'something', 'serious', 'open', 'seeing', 'thing', 'go', 'friend', 'say', 'loyal', 'easygoing', 'always', 'impromptu', 'road', 'trip', 'free', 'time', 'probably', 'find', 'reading', 'good', 'book', 'binge-watching', 'favorite', 'show', 'loyalty', 'believe', 'supporting', 'other’s', 'growth']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2000-08-09,others,others,still figuring it out,Business,"['thoughtful', 'adventurous']","['fashion', 'cooking', 'gaming']","['loyalty', 'honesty']","My cat thinks she's the queen of the house. I enjoy spontaneous weekends away, and I need someone who’s up for the ride. I'm adventurous, spontaneous, and love trying new things. I love hiking, playing sports, and spending time outdoors. I value open communication and believe it’s key to a lasting relationship.","['cat', 'think', ""she's"", 'queen', 'house', 'enjoy', 'spontaneous', 'weekend', 'away', 'need', 'someone', 'ride', 'adventurous', 'spontaneous', 'love', 'trying', 'new', 'thing', 'love', 'hiking', 'playing', 'sport', 'spending', 'time', 'outdoors', 'value', 'open', 'communication', 'believe', 'it’s', 'key', 'lasting', 'relationship']",1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
2003-12-16,m,others,short-term but long-term OK,Engineering,"['thoughtful', 'introverted']",['hiking'],"['responsibility', 'independence']","I’ve visited 10 countries in the past 5 years. Casual fun, but always open to something deeper if we click. My friends say I’m loyal, easygoing, and always down for an impromptu road trip. I’m a tech geek who loves coding, gaming, and anything digital. I’m into personal growth and want a partner who values that too.","['visited', '10', 'country', 'past', '5', 'year', 'casual', 'fun', 'always', 'open', 'something', 'deeper', 'click', 'friend', 'say', 'loyal', 'easygoing', 'always', 'impromptu', 'road', 'trip', 'tech', 'geek', 'love', 'coding', 'gaming', 'anything', 'digital', 'personal', 'growth', 'want', 'partner', 'value']",0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1
1999-09-21,others,others,short-term but long-term OK,Law,['introverted'],['hiking'],"['honesty', 'loyalty', 'empathy']","I can cook a mean spaghetti carbonara. Not just looking for a date, but someone to share memories with. A good sense of humor is key, and I’m always up for a good laugh. I’m a tech geek who loves coding, gaming, and anything digital. I’m all about loyalty, and I believe in supporting each other’s growth.","['cook', 'mean', 'spaghetti', 'carbonara', 'looking', 'date', 'someone', 'share', 'memory', 'good', 'sense', 'humor', 'key', 'always', 'good', 'laugh', 'tech', 'geek', 'love', 'coding', 'gaming', 'anything', 'digital', 'loyalty', 'believe', 'supporting', 'other’s', 'growth']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-09-13,m,any,short-term but long-term OK,Architecture,['outgoing'],"['music', 'technology']","['creativity', 'empathy', 'honesty']","My cat thinks she's the queen of the house. I enjoy spontaneous weekends away, and I need someone who’s up for the ride. I’m thoughtful and love making meaningful connections with people. On weekends, I’m either trying out new recipes or exploring a new city. Mutual respect and shared goals make for the best relationships.","['cat', 'think', ""she's"", 'queen', 'house', 'enjoy', 'spontaneous', 'weekend', 'away', 'need', 'someone', 'ride', 'thoughtful', 'love', 'making', 'meaningful', 'connection', 'people', 'weekend', 'either', 'trying', 'new', 'recipe', 'exploring', 'new', 'city', 'mutual', 'respect', 'shared', 'goal', 'make', 'best', 'relationship']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0
2005-07-10,others,f,casual fun,Arts,"['adventurous', 'introverted']",['gaming'],"['honesty', 'independence']","I can speak three languages, and one of them is sarcasm. Looking for someone who can make me laugh and is up for adventures. My friends say I’m loyal, easygoing, and always down for an impromptu road trip. I’m a tech geek who loves coding, gaming, and anything digital. I’m into personal growth and want a partner who values that too.","['speak', 'three', 'language', 'one', 'sarcasm', 'looking', 'someone', 'make', 'laugh', 'adventure', 'friend', 'say', 'loyal', 'easygoing', 'always', 'impromptu', 'road', 'trip', 'tech', 'geek', 'love', 'coding', 'gaming', 'anything', 'digital', 'personal', 'growth', 'want', 'partner', 'value']",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
1996-06-21,m,f,new friends,Science,['adventurous'],['cooking'],"['creativity', 'honesty']","I’ve visited 10 countries in the past 5 years. I enjoy spontaneous weekends away, and I need someone who’s up for the ride. A good sense of humor is key, and I’m always up for a good laugh. On weekends, I’m either trying out new recipes or exploring a new city. Mutual respect and shared goals make for the best relationships.","['visited', '10', 'country', 'past', '5', 'year', 'enjoy', 'spontaneous', 'weekend', 'away', 'need', 'someone', 'ride', 'good', 'sense', 'humor', 'key', 'always', 'good', 'laugh', 'weekend', 'either', 'trying', 'new', 'recipe', 'exploring', 'new', 'city', 'mutual', 'respect', 'shared', 'goal', 'make', 'best', 'relationship']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1
1995-03-23,f,any,long-term but short-term OK,Law,"['outgoing', 'creative']",['sports'],"['independence', 'honesty', 'loyalty']","My cat thinks she's the queen of the house. Looking for someone who can make me laugh and is up for adventures. A good sense of humor is key, and I’m always up for a good laugh. I’m a tech geek who loves coding, gaming, and anything digital. I’m into personal growth and want a partner who values that too.","['cat', 'think', ""she's"", 'queen', 'house', 'looking', 'someone', 'make', 'laugh', 'adventure', 'good', 'sense', 'humor', 'key', 'always', 'good', 'laugh', 'tech', 'geek', 'love', 'coding', 'gaming', 'anything', 'digital', 'personal', 'growth', 'want', 'partner', 'value']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,1,1,0,0,0,1,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1994-07-15,f,any,long-term partner,Law,"['ambitious', 'creative', 'thoughtful']","['sports', 'gaming']","['honesty', 'independence', 'loyalty']","I make the best coffee in town. Don't @ me. Casual fun, but always open to something deeper if we click. I’m thoughtful and love making meaningful connections with people. On weekends, I’m either trying out new recipes or exploring a new city. Mutual respect and shared goals make for the best relationships.","['make', 'best', 'coffee', 'town', ""don't"", '@', 'casual', 'fun', 'always', 'open', 'something', 'deeper', 'click', 'thoughtful', 'love', 'making', 'meaningful', 'connection', 'people', 'weekend', 'either', 'trying', 'new', 'recipe', 'exploring', 'new', 'city', 'mutual', 'respect', 'shared', 'goal', 'make', 'best', 'relationship']",0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
